	id	date	year	type	area	location	activity	fatalyn	species	source	time	injury	country
699	2000.06.09.a	09-Jun-00	2000	Unprovoked	Alabama	Gulf Shores, Baldwin County	Swimming 	N	Bull shark	Orlando Sentinel, 6/10/2000, p.A20 & 6/11/2000, p.A22; T. Allen, pp.74-75Jun 10, 2000. pg. A.20	earlymorning	amputation	atlantic ocean
700	2000.03.30	30-Mar-00	2000	Unprovoked	Queensland	Main Beach, Gold Coast	Swimming	N	2.5 m shark	T. Peake, GSAF	earlyafternoon	injury	pacific ocean
701	2000.03.26	26-Mar-00	2000	Unprovoked	Florida	Juno Beach, Palm Beach County	Boogie boarding	N	1.8 m [6'] shark	Stuart News, 3/28/2000; Jupiter Couier, 3/29/2000	morning	injury	atlantic ocean
702	2000.03.24	24-Mar-00	2000	Unprovoked	Florida	Floridana Beach, Brevard County	Surfing	N	1.2 m [4'] shark	Orlando Sentinel, 3/25/2000, p.D.3 	earlyafternoon	injury	atlantic ocean
703	2000.03.14	14-Mar-00	2000	Unprovoked	New South Wales	McMasters Beach, Central Coast	Surfing	N	Tiger shark, 4 m [13'] ?	Sydney Morning Herald, 3/16/2000 	earlyevening	no injury	pacific ocean
704	2000.03.00	Mar-00	2000	Unprovoked	Louisiana	Midnight Lump (38 miles offshore)	Spearfishing	N	Shortfin mako shark, 3 m to 3.4 m [10' to 11'] 	R. Collier, GSAF	afternoon	injury	atlantic ocean
705	2000.02.19	19-Feb-00	2000	Unprovoked	Western Cape Province	Struis Bay	Body surfing	N	White shark, 2.5 m 	C. Creswell, GSAF	earlyafternoon	injury	atlantic ocean
706	1999.12.06	06-Dec-99	1999	Invalid	Rio de Janeiro	Rio de Janeiro, Guanabara Bay	Spearfishing	N	Thought to involve a 1.2 to 1.5 m tubar�o da gralha preta -  a blacktip shark, C. limbatus?	L. A. Pereira 	morning	injury	atlantic ocean
707	1999.11.23	23-Nov-99	1999	Unprovoked	Hawaii	Big Island off Kona Village Resort, North Kona	Swimming	N	Tiger shark, 1.8 m to 2.4 m [6' to 8'] 	G. Kubota, Star Bulletin	lateafternoon	injury	atlantic ocean
708	1999.11.06	06-Nov-99	1999	Unprovoked	Rio de Janeiro	Rio de Janeiro, Guanabara Bay	Spearfishing, but swimming at surface	N	1.3 to 1.6 m shark	O. Gadig	morning	injury	atlantic ocean
709	1999.10.01	01-Oct-99	1999	Unprovoked	Hawaii	Old Kona Airport State Park	Surfing, lying on surfboard	N	Tiger shark, 1.8 m to 2.4 m [6' to 8'] 	Star Bulletin	earlyevening	injury	atlantic ocean
710	1999.08.26	26-Aug-99	1999	Unprovoked	Florida	Bethune Beach, south of New Smyrna Beach, Volusia County	Surfing	N	"""a small shark"""	S. Petersohn, GSAF; Orlando Sentinel,  8/27/1999, p.D3; Miami Herald, 8/28/1999	earlyafternoon	injury	atlantic ocean
711	1999.08.16	16-Aug-99	1999	Unprovoked	South Carolina	Grand Strand, Myrtle Beach, Horry County	Lying prone in 2' of water	N	1.8 m [6'] shark	Charlotte Observer, 8/18/1999, p.4C; J. Kennedy, ProQuest; Sun News (Myrtle Beach), 8/19/1999; Richmond Times Dispatch, 8/19/1999	lateafternoon	death	atlantic ocean
712	1999.08.05.a	05-Aug-99	1999	Unprovoked	Florida	New Smyrna Beach, Volusia County	Body surfing	N	4' to 5' shark	S. Petersohn, Orlando Sentinel, 8/6/1999; M.I. Johnson, Daytona Beach News Journal, 8/6/1999, p.3C 	morning	injury	atlantic ocean
713	1999.08.05	05-Aug-99	1999	Unprovoked	Abaco Islands	Grand Cay	Spearfishing & holding catch	N	2.7 m [9']  bull shark or Caribbean reef shark	South Florida Sun-Sentinel, 8/7/1999, p.1A; Palm Beach Post, 8/7/1999	lateafternoon	injury	atlantic ocean
714	1999.07.29	29-Jul-99	1999	Unprovoked	Western Cape Province	Kogebaai	Surfing	N	White shark, 3 m to 5 m [10' to 16.5'] 	A. Gifford, GSAF	earlyafternoon	injury	atlantic ocean
715	1999.07.26	26-Jul-99	1999	Unprovoked	Florida	Two miles off Key Colony Beach, Monroe County	Swimming with dolphins	N	Bull shark, 2.1 m [7']	M.  Lynch; Miami Herald, 7/28/1999 	earlyevening	injury	atlantic ocean
716	1999.07.21	21-Jul-99	1999	Unprovoked	Hawaii	Honoli'i in Hilo (west side of Big Island)	Surfing	N	Tiger shark, 1.8 m to 2.4 m [6' to 8'] 	Star Bulletin	morning	injury	atlantic ocean
717	1999.07.15	15-Jul-99	1999	Unprovoked	Western Cape Province	Buffels Bay (near Knysna)	Boogie boarding	Y	White shark	A. Gifford, GSAF	morning	death	atlantic ocean
718	1999.06.17	17-Jun-99	1999	Unprovoked	Florida	South of Ponce Inlet, Volusia County	Surfing	N	3' to 4' shark	S. Petersohn, GSAF	morning	injury	atlantic ocean
719	1999.06.09	09-Jun-99	1999	Unprovoked	Florida	Atlantic Dunes Park, Delray Beach, Palm Beach County	Splashing / wading	N	Blacktip or spinner shark	Palm Beach Post, 6/10/1999	afternoon	injury	atlantic ocean
720	1999.05.29	29-May-99	1999	Unprovoked	South Australia	Hardwicke Bay, Yorke Peninsula	Windsurfing	Y	Thought to involve a white shark	J. Morris	earlyafternoon	death	pacific ocean
721	1999.04.11	11-Apr-99	1999	Unprovoked	L' Etang Sal�-les-Bains	Roche-aux-Oiseaux	Swimming after being swept into sea by a large wave	Y	3 bull sharks	G. Van Grevelynghe	morning	death	indian ocean
722	1999.02.03	03-Feb-99	1999	Unprovoked	Florida	Hobe Sound, Martin County	Surfing	N	Spinner shark	The Palm Beach Post, 2/5/1999; St. Petersburg Times, 2/6/1999	earlyafternoon	injury	atlantic ocean
723	1999.00.00.b	1999	1999	Unprovoked	Western Cape Province	Hospital Rock, Dyers Island	Spearfishing	N	White shark, 4.6 m [15'] 	V. Van der Merwe	latemorning	injury	atlantic ocean
724	1998.12.20.R	Reported 20-Dec-1998	1998	Unprovoked	Eastern Cape Province	King's Beach, Port Elizabeth	Surfing	N	Possibly a white shark	G. Cliff, NSB; Sunday Times, 12/20/1998 	lateafternoon	injury	atlantic ocean
725	1998.11.21	21-Nov-98	1998	Unprovoked	Florida	Ocean Beach, Jaycee Park, Vero Beach, Indian River County	Swimming	Y	Tiger shark	E. Ritter. GSAF	earlyafternoon	death	atlantic ocean
726	1998.11.14	14-Nov-98	1998	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	1.2 m [4'] shark	S. Petersohn, GSAF; D. Catron, Orlando Sentinel, 11/19/1998, p.D1; Daytona Beach News Journal, 11/15/1998, p.4C	earlymorning	injury	atlantic ocean
727	1998.11.11	11-Nov-98	1998	Unprovoked	Florida	South Beach Park, Indian River County	Walking	N	"A ""small shark"""	press report	lateafternoon	death	atlantic ocean
728	1998.08.30	30-Aug-98	1998	Unprovoked	Florida	Ponce Inlet, Volusia County	Surfing	N	3' to 4' shark	S. Petersohn, GSAF	evening	injury	atlantic ocean
729	1998.08.26	26-Aug-98	1998	Unprovoked	California	Stinson Beach, Marin County	Boogie boarding	N	White shark, 5 m to 6 m [16.5' to 20'] 	R. Collier, pp.163-164      	earlyafternoon	injury	atlantic ocean
730	1998.08.15	15-Aug-98	1998	Unprovoked	Berry Islands	Ambergris Cay	Spearfishing	N	Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] 	E. Ritter, GSAF	afternoon	injury	atlantic ocean
731	1998.08.01.a	01-Aug-98	1998	Unprovoked	Western Cape Province	Pringle Bay	Spearfishing	N	White shark, 4.9 m [16']	Daily Record (Glasgow, Scotland), 8/3/1998	earlyafternoon	injury	atlantic ocean
732	1998.06.28.a	28-Jun-98	1998	Unprovoked	South Australia	South Neptune Island	Free diving for abalone	Y	Thought to involve a 5.5 m white shark named Kong	R.W. Byard	earlyafternoon	death	pacific ocean
733	1998.06.22	22-Jun-98	1998	Unprovoked	Eastern Cape Province	Gonubie, 13 km northeast of East London	Body Boarding	Y	White shark	A. Gifford, GSAF	morning	death	atlantic ocean
734	1998.05.29.b	29-May-98	1998	Unprovoked	Eastern Cape Province	Sardinia Bay near Port Elizabeth	Body boarding	N	3 m to 4 m [10' to 13'] white shark	A. Gifford, GSAF	night	injury	atlantic ocean
735	1998.05.25	25-May-98	1998	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	Lemon shark, 1.5 m [5'], identified  by the surfer	S. Petersohn, GSAF; Orlando Sentinel, 5/26/1998, p.C.3; Daytona Beach News Journal, 5/26/1998, p.2D	morning	death	atlantic ocean
736	1998.05.16.c	16-May-98	1998	Unprovoked	Florida	Pecks Lake, Martin County	Swimming	N	1.8 m [6'] shark, possibly a blacktip	The Stuart (FL) News, 5/17/1998	earlyafternoon	injury	atlantic ocean
737	1998.05.16.a	16-May-98	1998	Unprovoked	Western Cape Province	Keurbooms	Body boarding	N	4 m [13'] white shark	A. Gifford, GSAF	earlyafternoon	injury	atlantic ocean
738	1998.04.26	26-Apr-98	1998	Unprovoked	Gaza	Bilene Bay, 180 km north of Maputo	Towing rubber dinghy	Y	3 m [10'] shark	A. Gifford, GSAF	earlyafternoon	death	indian ocean
739	1998.04.21	21-Apr-98	1998	Unprovoked	Oregon	Gleneden Beach	Surfing (lying prone on his board)	N	5 m [16.5'] white shark	R. Collier, pp.161-163	morning	injury	atlantic ocean
740	1998.03.15	15-Mar-98	1998	Unprovoked	Western Cape Province	Saldanha Bay	Snorkeling � hunting crayfish and abalone	N	3 m [10'] white shark	C. Maxwell	lateafternoon	injury	atlantic ocean
741	1998.02.23	23-Feb-98	1998	Unprovoked	Florida	Jensen Beach, Martin County	Swimming	N	Spinner shark	Palm Beach Post, 2/24/1998	morning	injury	atlantic ocean
742	1998.01.28.R 	Reported 28-Jan-1998	1998	Invalid	New South Wales	Whale Beach	Spearfishing	Y	Shark involvement not confirmed	Daily Telegraph, 1/28/1998.p.2	evening	death	pacific ocean
743	1998.01.14	14-Jan-98	1998	Unprovoked	Maputo Province	Ponta do Ouro	Surfing	N	Small dusky shark or blackfin shark	A. Gifford, GSAF 	earlyafternoon	injury	indian ocean
744	1997.12.28.b	28-Dec-97	1997	Unprovoked	Western Cape Province	Pringle Bay, 44 miles southeast of Cape Town	Spearfishing	Y	White shark	A. Gifford, GSAF	earlyafternoon	death	atlantic ocean
745	1997.10.28.a	28-Oct-97	1997	Unprovoked	Hawaii	Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island	Body boarding or surfing	N	Tiger shark, 4 m to 4.3 m [13' to 14'] 	Yahoo News Canada, 8/16/2012	earlymorning	death	atlantic ocean
746	1997.10.24	24-Oct-97	1997	Unprovoked	Florida	North Jetty, Fort Pierce Inlet State Park, St. Lucie County	Surfing	N	Possibly a blacktip shark	Fort Pierce News,  10/25/1997 & 10/31/1997	lateafternoon	injury	atlantic ocean
747	1997.10.21	21-Oct-97	1997	Unprovoked	Florida	North Jetty, Fort Pierce Inlet State Park, St. Lucie County	Surfing	N	1.2 m to 1.5 m [4' to 5'] shark	Fort Pierce News,  10/24/1997, p.A2	earlyevening	injury	atlantic ocean
748	1997.08.24	24-Aug-97	1997	Unprovoked	California	Clam Beach, near Eureka, Humboldt County	Surfing (sitting on his board)	N	5 m [16.5'] white shark	R. Collier, pp.159-160	latemorning	injury	atlantic ocean
749	1997.08.02.b	02-Aug-97	1997	Unprovoked	Florida	New Smyrna Beach, Volusia County	Body surfing	N	juvenile shark	S. Petersohn, GSAF; D. Catron, Orlando Sentinel, 8/3/1997, B3	earlyafternoon	death	atlantic ocean
750	1997.08.02.a	02-Aug-97	1997	Unprovoked	Florida	New Smyrna Beach, Volusia County	Wading / Surfing	N	"""juvenile shark"""	S. Petersohn, GSAF; D. Catron, Orlando Sentinel, 8/3/1997, B3	morning	death	atlantic ocean
751	1997.07.21	21-Jul-97	1997	Unprovoked	Eastern Cape Province	Breezy Point, Ntlonyana	Surfing	Y	4.5 m white shark	A. Gifford, GSAF, G. Cliff, NSB	latemorning	death	atlantic ocean
752	1997.06.24	24-Jun-97	1997	Unprovoked	Hawaii	Sunset Beach, Oahu	Spearfishing / night diving	N	2.4 m [8'] shark	Hawaii Department of Land and Natural Resources	night	injury	atlantic ocean
753	1997.06.15	15-Jun-97	1997	Unprovoked	Taveuni	Off a small island 5 km from Garden Island Resort	Snorkeling	N	Tiger shark, 2.7m  [9']	R. D. Weeks, GSAF; Otago Daily Times, 6/17/1997, p.2; Sport Diver Magazine, Dec97/Jan98, p.8	earlyafternoon	death	pacific ocean
754	1997.06.09	09-Jun-97	1997	Unprovoked	Florida	 Palm Beach County	Surfing	N	Possibly a spinner shark	Palm Beach Post, 6/12/1997	earlyevening	injury	atlantic ocean
755	1997.06.02	02-Jun-97	1997	Unprovoked	Florida	Daytona Beach Shores,  Volusia County	Body surfing, stood up on sandbar	N	1.2 m [4'] shark (spinner shark?)	S. Petersohn, GSAF; D. Treen; Florida Times-Union, 6/3/1997; Miami Herald, 6/3/1997	morning	injury	atlantic ocean
756	1997.05.31.b	31-May-97	1997	Unprovoked	Florida	Flagler Beach, Flagler County	Surfing	N	Possibly a sand shark	A. Mikula, Daytona Beach News-Journal, 6/1/199,  p.2C	morning	injury	atlantic ocean
757	1997.05.31.a	31-May-97	1997	Unprovoked	Florida	Flagler Beach, Flagler County	Surfing	N	Possibly a sand shark	A. Mikula, Daytona Beach News-Journal, 6/1/1997, p.2C	morning	injury	atlantic ocean
758	1997.01.25	25-Jan-97	1997	Unprovoked	Queensland	Whitehaven Beach, Whitsundays Island	Snorkeling	N	1.8 m to 2.1 m [6' to 7'] shark	Sunday Mail (QLD), 1/26/1997, p.2; Hobart Mercury, 1/27/1997, p.2	morning	injury	pacific ocean
759	1997.01.20	20-Jan-97	1997	Unprovoked	Western Australia	Geraldton	Windsurfing	Y	"Tiger shark, 4.5 m [14'9""]"	Daily Telegraph, 1/22/1997, p.1; H. Edwards, p.14-15	earlyevening	death	pacific ocean
760	1996.12.10	10-Dec-96	1996	Unprovoked	Eastern Cape Province	Duck Pond, Sardina Bay near Port Elizabeth	Surfing	N	White shark	A. Gifford, GSAF	afternoon	injury	atlantic ocean
761	1996.11.29.a	29-Nov-96	1996	Unprovoked	California	Salmon Creek Beach, Sonoma County	Surfing	N	3 m to 5 m [10' to 16.5'] white shark	R. Collier, p.158	earlymorning	death	atlantic ocean
762	1996.10.05.	05-Oct-96	1996	Unprovoked	California	Dillon Beach, Marin County	Surfing	N	5.5 m to 6 m [18' to 20'] white shark	R. Collier, pp.156-157	earlyafternoon	injury	atlantic ocean
763	1996.10.03.b	03-Oct-96	1996	Unprovoked	Florida	Cocoa Beach, Brevard County	Surfing	N	1.2 m [4'] shark	Orlando Sentinel, 10/4/1996	earlymorning	death	atlantic ocean
764	1996.10.03.a	03-Oct-96	1996	Unprovoked	California	North Salmon Creek Beach, Sonoma County	Surfing	N	5 m [16.5'] white shark	R. Collier       http://www.sharkresearchcommittee.com/unprovoked_surfer.htm	earlymorning	death	atlantic ocean
765	1996.09.06.b	06-Sep-96	1996	Unprovoked	Chatham Islands 	Waihere Bay	Diving for abalone	N	White shark	"R.D. Weeks, GSAF; Otago Daily Times,  9/7/1996, p.2
"	morning	injury	pacific ocean
766	1996.09.06.a	06-Sep-96	1996	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing / Swimming	N	"""a young shark"""	S. Petersohn, GSAF; Orlando Sentinel , 9//7/1996; Daytona Beach News Journal, 9/7/1996, p.4C 	latemorning	death	atlantic ocean
767	1996.09.01.a	01-Sep-96	1996	Provoked	KwaZulu-Natal	Hibberdene	Spearfishing	N	White shark	A. Gifford, GSAF	earlymorning	provoked	atlantic ocean
768	1996.08.29	29-Aug-96	1996	Unprovoked	Hawaii	Paukukalo, Maui	Body Boarding	N	Tiger shark, 2.4 m [8'] 	Allen, p.117	afternoon	injury	atlantic ocean
769	1996.08.13	13-Aug-96	1996	Unprovoked	California	Bird Rock, Tomales Point	Free diving for abalone	N	6 m [20'] white shark	R. Collier, pp.154-155      	morning	injury	atlantic ocean
770	1996.08.11	11-Aug-96	1996	Unprovoked	Florida	Bayshore Garden, Sarasota Bay, Sarasota County	Wade fishing	N	1.8 m to 2.1 m [6' to 7'] hammerhead shark	Bradenton Herald, 8/12/1996, p.L2	earlyafternoon	death	atlantic ocean
771	1996.07.04.b	04-Jul-96	1996	Unprovoked	Florida	Public Beach, Siesta Key, Sarasota County	Standing	N	5' to 6' shark	G. Nansen; Sarasota Herald-Tribune (FL), 7/5/1996	earlyafternoon	death	atlantic ocean
772	1996.06.06	06-Jun-96	1996	Unprovoked	Victoria	Suicide Point, Point Leo	Surfing	N	4 m white shark	P. Anderson, Herald Sun, 6/8/1996, p.7 	lateafternoon	death	pacific ocean
773	1996.05.28	28-May-96	1996	Unprovoked	Western Cape Province	The Steps, Wilderness	Surfing	N	2.5 m [8.25'] white shark 	A. Gifford, GSAF	earlyafternoon	injury	atlantic ocean
774	1996.05.18	18-May-96	1996	Unprovoked	Florida	South of Ponce Inlet, Volusia County	Surfing	N	1.2 m [4'] shark	S. Petersohn, GSAF; Orlando Sentinel; Daytona Beach News Journal, 5/19/1996, p.1A 	earlyafternoon	injury	atlantic ocean
775	1996.05.07	07-May-96	1996	Unprovoked	Florida	Shark Shallows, Ponce Inlet, Volusia County	Surfing	N	60 cm to 90 cm [2' to 3'] blacktip or spinner shark	S. Petersohn, GSAF; G. Nansen;  P.LaMee, Orlando Sentinel, 5/8/1996, p.B3; Daytona Beach News Journal, 5/8/1996, p.1D	morning	injury	atlantic ocean
776	1996.03.05	05-Mar-96	1996	Unprovoked	Queensland	Heron Island	Swimming breast stoke	N	Tiger shark	Advertiser, 3/6/1996, p.9; Daily Mail (London), 3/9/1996 	earlymorning	injury	pacific ocean
777	1996.01.16	16-Jan-96	1996	Unprovoked	Hawaii	Ka�eleki�I Point, Maui	Swimming with mask & snorkel	N	Possibly a tiger shark	G. Ambrose, pp.48-53	earlyafternoon	injury	atlantic ocean
778	1996.01.12	12-Jan-96	1996	Unprovoked	New South Wales	Eight-mile reef off Port Kembla	Chumming for sharks	N	Mako shark, 4.3 m [14']	Sunday Mail, 1/14/1996, p.2; A. MacCormick, pp.95-96	morning	injury	pacific ocean
779	1996.01.10	10-Jan-96	1996	Unprovoked	Saint-Paul 	Embouchure de l'�tang de Saint Paul	Surfing	Y	Tiger shark, 300-kg [662-lb] 	Clicanoo, le journal  de l'Ile de la R�union	afternoon	death	indian ocean
780	1995.10.11	11-Oct-95	1995	Unprovoked	Queensland	Pialba, Hervey Bay	Playing / standing	N	4 m shark	Herald Sun, 10/12/1995, p.9	earlyafternoon	injury	pacific ocean
781	1995.10.01	01-Oct-95	1995	Unprovoked	Florida	Ormond Beach, Volusia County	Surfing	N	1.2 m to 1.5 m [4' to 5']   shark	Orlando Sentinel, 10/2/1995, p. C1; Ocala Star Banner, 10/3/1995	morning	injury	atlantic ocean
782	1995.09.28	28-Sep-95	1995	Unprovoked	California	Davenport Landing, Santa Cruz County	Windsurfing	N	4 m [13'] white shark	R. Collier, pp.153-154	lateafternoon	death	atlantic ocean
783	1995.09.11	11-Sep-95	1995	Unprovoked	Western Australia	Honeymoon Island, near Hopetown	Abalone diving using Hookah (near calving whales)	Y	White shark	The Advertiser, 9/13/1995, p.2; H. Edwards, pp.1-8	earlyafternoon	death	pacific ocean
784	1995.09.03.b	03-Sep-95	1995	Unprovoked	California	Shelter Cove, Humboldt County	Abalone diving using Hookah (resting on the surface)	N	3 m to 4 m [10' to 13'] white shark	R. Collier, pp.151-153	afternoon	injury	atlantic ocean
785	1995.08.26/b	26-Aug-95	1995	Unprovoked	Florida	Crescent Beach, St. Johns County	Surfing	N	5' shark	Gainsville Sun, 8/30/1995	earlyevening	injury	atlantic ocean
786	1995.08.26.a	26-Aug-95	1995	Unprovoked	Florida	Ponce de Leon Inlet, Volusia County	Surfing	N	"""a small shark"""	S. Petersohn, GSAF; C. Lancaster, Orlando Sentinel, 8/27/1995, p.B5; Ocala Star Banner, 8/28/1995	earlyafternoon	death	atlantic ocean
787	1995.08.22.a	22-Aug-95	1995	Unprovoked	Florida	Ponce de Leon Inlet, Volusia County	Surfing	N	"""small shark"""	C. Lancaster, Orlando Sentinel, 8/24/1995, p.D1	earlyevening	death	atlantic ocean
788	1995.08.15	15-Aug-95	1995	Unprovoked	Florida	Daytona Beach, Volusia County 	Wading	N	1.8 m [6'] shark	S. Petersohn, GSAF; Bradenton Herald & Ocala Star Banner, 8/17/1995; London Daily Star, 8/19/1995	earlymorning	injury	atlantic ocean
789	1995.08.07	07-Aug-95	1995	Unprovoked	Florida	Ponce de Leon Inlet, Volusia County 	Body boarding	N	1.2 m to 1.5 m [4' to 5'] shark	S. Petersohn, GSAF; Orlando Sentinel, 8/9/1995, p.C.1; Miami Herald, 8/9/1995	earlyafternoon	death	atlantic ocean
790	1995.06.30	30-Jun-95	1995	Unprovoked	California	Bluefish Cove, Pt. Lobos State Park, Monterey County	Scuba diving (ascending using scooter)	N	6 m [20'] white shark	R. Collier, pp.149-151    	lateafternoon	injury	atlantic ocean
791	1995.06.17.a	17-Jun-95	1995	Unprovoked	Florida	Jensen Beach Park, Martin County	Swimming	N	1.8 m [6'] shark	Orlando Sentinel, 6/19/1995, p.B3; Fort Pierce Tribune,  6/19/1995; The Palm Beach Post - June 18, 1995 	earlyevening	injury	atlantic ocean
792	1995.06.16	16-Jun-95	1995	Unprovoked	Florida	Tiger Shores Beach, Martin County	Swimming	N	6' shark	Orlando Sentinel, 6/19/1995, p.B3; Fort Pierce Tribune,  6/19/1995	earlyafternoon	injury	atlantic ocean
793	1995.06.14	14-Jun-95	1995	Unprovoked	Hawaii	Opposite Grand Wailea Resort, Wailea, Maui	Swimming	N	Tiger shark, 3.7 m [12'] 	G. Ambrose, pp.41-47	morning	injury	atlantic ocean
794	1995.06.02	02-Jun-95	1995	Unprovoked	New Territories	Sheung Sze Wan Beach	Swimming	Y	1.8 m to 2.1 m [6' to 7'] shark	J. Wong, GSAF; Daily Telegraph Mirror, 6/14/1995, p.42 	earlyafternoon	death	pacific ocean
795	1995.04.09.a	09-Apr-95	1995	Unprovoked	Aichi Prefecture	Atsumi Peninsula	Scuba diving for bivalves	Y	6 m [20'] white shark	K. Nakaya	morning	death	pacific ocean
796	1995.03.11	11-Mar-95	1995	Unprovoked	South Australia	Cactus Beach	Surfing	N	Bronze whaler shark, 2 m 	Advertiser, 3/13/1995, p.1 & 7/22/1995, p.13	earlymorning	injury	pacific ocean
797	1995.02.19	19-Feb-95	1995	Unprovoked	Eastern Cape Province	Kidd�s Beach	Swimming	N	Raggedtooth shark	A. Gifford, GSAF 	lateafternoon	injury	atlantic ocean
798	1995.01.24	24-Jan-95	1995	Unprovoked	KwaZulu-Natal	Isipingo	Swimming	Y	Tiger shark, 1.8 m [6'] 	A. Gifford, GSAF	earlyevening	death	atlantic ocean
799	1994.12.30	30-Dec-94	1994	Unprovoked	Western Cape Province	Mossel Bay	Body boarding	N	5.5 m [18'] white shark	M. Levine, GSAF; M.  Marks	afternoon	death	atlantic ocean
800	1994.12.09.a	09-Dec-94	1994	Unprovoked	California	San Miguel Island, Santa Barbara County	Commercial diver (submerged or treading water)	Y	5 m to 5.5 m [16.5' to 18'] white shark	R. Collier, pp.147-148; Orlando Sentinel, 12/10/1994, p.A3	earlymorning	death	atlantic ocean
801	1994.11.13	13-Nov-94	1994	Unprovoked	Hawaii	Off the Hanalei River, Kaua'i	Surfing, paddling seawards	N	2.7 m [9'] shark	G. Balazs; G. Ambrose, pp.24-29	morning	death	atlantic ocean
802	1994.10.08	09-Oct-94	1994	Provoked	Florida	Bill Baggs Cape Florida State Recreation Area, Miami-Dade County	Wading	N	Thought to involve a small sand shark	Miami Herald, 10/9/1994	earlyafternoon	death	atlantic ocean
803	1994.09.21	21-Sep-94	1994	Unprovoked	Oregon	Short Sand Beach, Oswald West State Park	Surfing	N	5 m [16.5'] white shark	R. Collier+M2079	afternoon	injury	atlantic ocean
804	1994.09.05	05-Sep-94	1994	Unprovoked	Hawaii	Makaha Surf Beach	Jumped off rocks into white water	N	Small shark	Dr. P. Bjorkman	morning	injury	atlantic ocean
805	1994.07.09.c	09-Jul-94	1994	Unprovoked	Saint-Denis	Barachois	Windsurfing	Y	3 to 3.5 m [10' to 11.5'] bull shark	G. Van Grevelynghe	earlyafternoon	death	indian ocean
806	1994.07.09.b	09-Jul-94	1994	Unprovoked	Eastern Cape Province	Nahoon Beach, East London	Surfing	Y	4 m [13'] white shark	A Gifford, GSAF	earlyafternoon	death	atlantic ocean
807	1994.07.09.a	09-Jul-94	1994	Unprovoked	Eastern Cape Province	Nahoon Beach, East London	Surfing	N	4 m [13'] white shark	A. Gifford, GSAF	earlyafternoon	injury	atlantic ocean
808	1994.07.08.a	08-Jul-94	1994	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	"""small shark"""	P. LaMee, Orlando Sentinel, 9/4/1995, p. D3	earlyafternoon	injury	atlantic ocean
809	1994.06.24	24-Jun-94	1994	Unprovoked	Grand Bahama Island	Freeport	Spearfishing	N	1.8 m [6'] shark	Miami Herald, 7/9/1994	earlyafternoon	injury	atlantic ocean
810	1994.05.31.a	31-May-94	1994	Unprovoked	Florida	 Daytona Beach, Volusia County	Surfing	N	1.2 m [4'] spinner shark	C. Lancaster, Orlando Sentinel, 6/1/1994, p.C1; P.LaMee, Orlando Sentinel, 9/4/1995, p.C.3	earlymorning	injury	atlantic ocean
811	1994.05.15	15-May-94	1994	Unprovoked	Florida	New Smyrna Beach, Volusia County	Surfing	N	>1.8 m [6'] shark	Orlando Sentinel, 5/16/1994	earlymorning	injury	atlantic ocean
812	1994.02.27	27-Feb-94	1994	Unprovoked	Western Cape Province	Saxon Reef	Spearfishing	N	3 m [10'] shark	G. Lieberman, M. Levine, GSAF	morning	injury	atlantic ocean
813	1994.02.19	19-Feb-94	1994	Unprovoked	Florida	Juno Beach, Palm Beach County	Surfing	N	1.2 m [4'] shark	Palm Beach Post, 2/20/1994	earlyafternoon	injury	atlantic ocean
814	1994.02.12	12-Feb-94	1994	Unprovoked	Eastern Cape Province	Beachview Holiday Resort	Surfing	N	3 m [10'] white shark	A. Gifford, GSAF	afternoon	injury	atlantic ocean
815	1994.01.12.R	Reported 12-Jan-1994	1994	Unprovoked	Western Australia	Albany	Fishing	N	White shark	Advertiser, 1/12/1994, p.18	earlymorning	injury	pacific ocean
816	1994.01.03	03-Jan-94	1994	Unprovoked	KwaZulu-Natal	Hibberdene	Swimming 	N	"1.3 m [4'3""] shark"	G. Cliff, NSB	afternoon	injury	atlantic ocean
817	1993.11.21	21-Nov-93	1993	Unprovoked	Western Australia	 A pearl  farm in Roebuck Bay	Hookah diving	Y	Tiger shark caught 6 days later with diver�s remains in its gut	H. Edwards, pp.135-137	earlyafternoon	death	pacific ocean
818	1993.10.30	30-Oct-93	1993	Unprovoked	California	"""Bunkers"" Eureka, Humboldt County"	Surfing	N	4 m to 5 m [13' to 16.5'] white shark	R. Collier, pp.144-145	afternoon	injury	atlantic ocean
819	1993.10.26	26-Oct-93	1993	Unprovoked	Florida	Treasure Shores Beach, Indian River County	Swimming	N	3 m [10'] bull shark	W. Schaumann; Orlando Sentinel, 10/27/1993, p.B6           	morning	injury	atlantic ocean
820	1993.10.10	10-Oct-93	1993	Unprovoked	California	Goat Rock, Bodega Bay, Sonoma County?	Kayaking	N	>6 m [20'] white shark	R. R. Collier, pp.143-144; A. MacCormick, pp.98-99	earlyafternoon	injury	atlantic ocean
821	1993.09.26	26-Sep-93	1993	Unprovoked	Western Cape Province	Danger Point	Spearfishing	N	3 m [10'] white shark	A. Gifford, GSAF	morning	injury	atlantic ocean
